country,value,statistic,total_asked,statistic_type,who_was_asked,variable,question
TZ,NA,233,242,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
UG,Prefer not to say,8,301,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
UG,NA,293,301,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
US,Prefer not to say,2,815,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
US,NA,813,815,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
UY,Prefer not to say,2,386,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
UY,NA,384,386,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
VN,Prefer not to say,8,423,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
VN,NA,415,423,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
ZA,Prefer not to say,59,853,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
ZA,NA,794,853,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
ZM,Prefer not to say,12,298,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
ZM,NA,286,298,count,Owners/Managers of Businesses,bus_rol_text_prefer_not_to_say,Which of the following best describes your employment situation? Please select all that apply.
AE,Working for the government or other public organization,12,418,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
AE,NA,406,418,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
AL,Working for the government or other public organization,7,193,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
AL,NA,186,193,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
AO,Working for the government or other public organization,26,290,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
AO,NA,264,290,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
AR,Working for the government or other public organization,21,432,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
AR,NA,411,432,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
AT,Working for the government or other public organization,14,569,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
AT,NA,555,569,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
AU,Working for the government or other public organization,12,708,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
AU,NA,696,708,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
BA,Working for the government or other public organization,9,271,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
BA,NA,262,271,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
BD,Working for the government or other public organization,46,431,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
BD,NA,385,431,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
BE,Working for the government or other public organization,14,474,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
BE,NA,460,474,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
BG,Working for the government or other public organization,13,409,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
BG,NA,396,409,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
BJ,Working for the government or other public organization,11,192,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
BJ,NA,181,192,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
BO,Working for the government or other public organization,11,488,count,Owners/Managers of Businesses,bus_rol_text_working_for_the_government_or_other_public_organization,Which of the following best describes your employment situation? Please select all that apply.
