"value","statistic","variable","country","total_asked","who_was_asked"
"Hospitality and event services",12,"covid_sec_2_text","VN",447,"Owners/Managers of SMB Businesses"
"Other (please specify)",10,"covid_sec_2_text","VN",447,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",8,"covid_sec_2_text","VN",447,"Owners/Managers of SMB Businesses"
"Professional services",15,"covid_sec_2_text","VN",447,"Owners/Managers of SMB Businesses"
"Real estate activities",12,"covid_sec_2_text","VN",447,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",5,"covid_sec_2_text","VN",447,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",9,"covid_sec_2_text","VN",447,"Owners/Managers of SMB Businesses"
NA,364,"covid_sec_2_text","VN",447,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",8,"covid_sec_2_text","ZA",400,"Owners/Managers of SMB Businesses"
"Education and child care services",2,"covid_sec_2_text","ZA",400,"Owners/Managers of SMB Businesses"
"Hospitality and event services",3,"covid_sec_2_text","ZA",400,"Owners/Managers of SMB Businesses"
"Other (please specify)",15,"covid_sec_2_text","ZA",400,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",10,"covid_sec_2_text","ZA",400,"Owners/Managers of SMB Businesses"
"Professional services",20,"covid_sec_2_text","ZA",400,"Owners/Managers of SMB Businesses"
"Real estate activities",3,"covid_sec_2_text","ZA",400,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",10,"covid_sec_2_text","ZA",400,"Owners/Managers of SMB Businesses"
NA,329,"covid_sec_2_text","ZA",400,"Owners/Managers of SMB Businesses"
"Fabricated metal products",1,"covid_sec_3_text","AE",407,"Owners/Managers of SMB Businesses"
"Food and beverage production",2,"covid_sec_3_text","AE",407,"Owners/Managers of SMB Businesses"
"Other (please specify)",2,"covid_sec_3_text","AE",407,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","AE",407,"Owners/Managers of SMB Businesses"
"Textiles and apparel",1,"covid_sec_3_text","AE",407,"Owners/Managers of SMB Businesses"
"Wood products",2,"covid_sec_3_text","AE",407,"Owners/Managers of SMB Businesses"
NA,398,"covid_sec_3_text","AE",407,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","AR",354,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","AR",354,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","AR",354,"Owners/Managers of SMB Businesses"
"Food and beverage production",6,"covid_sec_3_text","AR",354,"Owners/Managers of SMB Businesses"
"Other (please specify)",6,"covid_sec_3_text","AR",354,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","AR",354,"Owners/Managers of SMB Businesses"
"Textiles and apparel",6,"covid_sec_3_text","AR",354,"Owners/Managers of SMB Businesses"
"Wood products",3,"covid_sec_3_text","AR",354,"Owners/Managers of SMB Businesses"
NA,328,"covid_sec_3_text","AR",354,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","AU",609,"Owners/Managers of SMB Businesses"
"Fabricated metal products",3,"covid_sec_3_text","AU",609,"Owners/Managers of SMB Businesses"
"Other (please specify)",12,"covid_sec_3_text","AU",609,"Owners/Managers of SMB Businesses"
"Textiles and apparel",2,"covid_sec_3_text","AU",609,"Owners/Managers of SMB Businesses"
"Wood products",3,"covid_sec_3_text","AU",609,"Owners/Managers of SMB Businesses"
NA,588,"covid_sec_3_text","AU",609,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","BD",400,"Owners/Managers of SMB Businesses"
"Food and beverage production",4,"covid_sec_3_text","BD",400,"Owners/Managers of SMB Businesses"
"Other (please specify)",4,"covid_sec_3_text","BD",400,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","BD",400,"Owners/Managers of SMB Businesses"
"Textiles and apparel",7,"covid_sec_3_text","BD",400,"Owners/Managers of SMB Businesses"
"Wood products",1,"covid_sec_3_text","BD",400,"Owners/Managers of SMB Businesses"
NA,381,"covid_sec_3_text","BD",400,"Owners/Managers of SMB Businesses"
"Fabricated metal products",1,"covid_sec_3_text","BE",471,"Owners/Managers of SMB Businesses"
"Food and beverage production",1,"covid_sec_3_text","BE",471,"Owners/Managers of SMB Businesses"
"Other (please specify)",4,"covid_sec_3_text","BE",471,"Owners/Managers of SMB Businesses"
NA,465,"covid_sec_3_text","BE",471,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","BR",834,"Owners/Managers of SMB Businesses"
"Fabricated metal products",3,"covid_sec_3_text","BR",834,"Owners/Managers of SMB Businesses"
"Food and beverage production",3,"covid_sec_3_text","BR",834,"Owners/Managers of SMB Businesses"
"Other (please specify)",1,"covid_sec_3_text","BR",834,"Owners/Managers of SMB Businesses"
"Textiles and apparel",4,"covid_sec_3_text","BR",834,"Owners/Managers of SMB Businesses"
NA,822,"covid_sec_3_text","BR",834,"Owners/Managers of SMB Businesses"
"Construction",3,"covid_sec_3_text","CA",628,"Owners/Managers of SMB Businesses"
"Fabricated metal products",6,"covid_sec_3_text","CA",628,"Owners/Managers of SMB Businesses"
"Other (please specify)",5,"covid_sec_3_text","CA",628,"Owners/Managers of SMB Businesses"
"Textiles and apparel",1,"covid_sec_3_text","CA",628,"Owners/Managers of SMB Businesses"
"Wood products",1,"covid_sec_3_text","CA",628,"Owners/Managers of SMB Businesses"
NA,612,"covid_sec_3_text","CA",628,"Owners/Managers of SMB Businesses"
"Chemicals",2,"covid_sec_3_text","CH",332,"Owners/Managers of SMB Businesses"
"Fabricated metal products",1,"covid_sec_3_text","CH",332,"Owners/Managers of SMB Businesses"
"Food and beverage production",1,"covid_sec_3_text","CH",332,"Owners/Managers of SMB Businesses"
"Other (please specify)",2,"covid_sec_3_text","CH",332,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","CH",332,"Owners/Managers of SMB Businesses"
"Textiles and apparel",1,"covid_sec_3_text","CH",332,"Owners/Managers of SMB Businesses"
"Wood products",2,"covid_sec_3_text","CH",332,"Owners/Managers of SMB Businesses"
NA,322,"covid_sec_3_text","CH",332,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","CO",288,"Owners/Managers of SMB Businesses"
"Fabricated metal products",1,"covid_sec_3_text","CO",288,"Owners/Managers of SMB Businesses"
"Food and beverage production",3,"covid_sec_3_text","CO",288,"Owners/Managers of SMB Businesses"
"Other (please specify)",2,"covid_sec_3_text","CO",288,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","CO",288,"Owners/Managers of SMB Businesses"
"Textiles and apparel",5,"covid_sec_3_text","CO",288,"Owners/Managers of SMB Businesses"
"Wood products",4,"covid_sec_3_text","CO",288,"Owners/Managers of SMB Businesses"
NA,270,"covid_sec_3_text","CO",288,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","CZ",419,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","CZ",419,"Owners/Managers of SMB Businesses"
"Food and beverage production",4,"covid_sec_3_text","CZ",419,"Owners/Managers of SMB Businesses"
"Other (please specify)",6,"covid_sec_3_text","CZ",419,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","CZ",419,"Owners/Managers of SMB Businesses"
"Textiles and apparel",3,"covid_sec_3_text","CZ",419,"Owners/Managers of SMB Businesses"
"Wood products",2,"covid_sec_3_text","CZ",419,"Owners/Managers of SMB Businesses"
NA,399,"covid_sec_3_text","CZ",419,"Owners/Managers of SMB Businesses"
"Fabricated metal products",3,"covid_sec_3_text","DE",509,"Owners/Managers of SMB Businesses"
"Food and beverage production",3,"covid_sec_3_text","DE",509,"Owners/Managers of SMB Businesses"
"Other (please specify)",5,"covid_sec_3_text","DE",509,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","DE",509,"Owners/Managers of SMB Businesses"
"Textiles and apparel",4,"covid_sec_3_text","DE",509,"Owners/Managers of SMB Businesses"
"Wood products",3,"covid_sec_3_text","DE",509,"Owners/Managers of SMB Businesses"
NA,490,"covid_sec_3_text","DE",509,"Owners/Managers of SMB Businesses"
"Fabricated metal products",5,"covid_sec_3_text","DK",436,"Owners/Managers of SMB Businesses"
"Food and beverage production",4,"covid_sec_3_text","DK",436,"Owners/Managers of SMB Businesses"
"Other (please specify)",3,"covid_sec_3_text","DK",436,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","DK",436,"Owners/Managers of SMB Businesses"
"Textiles and apparel",2,"covid_sec_3_text","DK",436,"Owners/Managers of SMB Businesses"
NA,420,"covid_sec_3_text","DK",436,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","EC",332,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","EC",332,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","EC",332,"Owners/Managers of SMB Businesses"
"Food and beverage production",1,"covid_sec_3_text","EC",332,"Owners/Managers of SMB Businesses"
"Other (please specify)",2,"covid_sec_3_text","EC",332,"Owners/Managers of SMB Businesses"
"Textiles and apparel",5,"covid_sec_3_text","EC",332,"Owners/Managers of SMB Businesses"
"Wood products",4,"covid_sec_3_text","EC",332,"Owners/Managers of SMB Businesses"
NA,316,"covid_sec_3_text","EC",332,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","EG",649,"Owners/Managers of SMB Businesses"
"Construction",3,"covid_sec_3_text","EG",649,"Owners/Managers of SMB Businesses"
"Fabricated metal products",13,"covid_sec_3_text","EG",649,"Owners/Managers of SMB Businesses"
"Food and beverage production",6,"covid_sec_3_text","EG",649,"Owners/Managers of SMB Businesses"
"Other (please specify)",13,"covid_sec_3_text","EG",649,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",3,"covid_sec_3_text","EG",649,"Owners/Managers of SMB Businesses"
"Textiles and apparel",11,"covid_sec_3_text","EG",649,"Owners/Managers of SMB Businesses"
"Wood products",14,"covid_sec_3_text","EG",649,"Owners/Managers of SMB Businesses"
NA,585,"covid_sec_3_text","EG",649,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","ES",576,"Owners/Managers of SMB Businesses"
"Fabricated metal products",5,"covid_sec_3_text","ES",576,"Owners/Managers of SMB Businesses"
"Food and beverage production",2,"covid_sec_3_text","ES",576,"Owners/Managers of SMB Businesses"
"Other (please specify)",1,"covid_sec_3_text","ES",576,"Owners/Managers of SMB Businesses"
"Textiles and apparel",3,"covid_sec_3_text","ES",576,"Owners/Managers of SMB Businesses"
"Wood products",1,"covid_sec_3_text","ES",576,"Owners/Managers of SMB Businesses"
NA,563,"covid_sec_3_text","ES",576,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","FR",545,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","FR",545,"Owners/Managers of SMB Businesses"
"Other (please specify)",1,"covid_sec_3_text","FR",545,"Owners/Managers of SMB Businesses"
"Textiles and apparel",1,"covid_sec_3_text","FR",545,"Owners/Managers of SMB Businesses"
"Wood products",1,"covid_sec_3_text","FR",545,"Owners/Managers of SMB Businesses"
NA,539,"covid_sec_3_text","FR",545,"Owners/Managers of SMB Businesses"
"Fabricated metal products",4,"covid_sec_3_text","GB",1023,"Owners/Managers of SMB Businesses"
"Food and beverage production",4,"covid_sec_3_text","GB",1023,"Owners/Managers of SMB Businesses"
"Other (please specify)",4,"covid_sec_3_text","GB",1023,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","GB",1023,"Owners/Managers of SMB Businesses"
"Textiles and apparel",7,"covid_sec_3_text","GB",1023,"Owners/Managers of SMB Businesses"
"Wood products",5,"covid_sec_3_text","GB",1023,"Owners/Managers of SMB Businesses"
NA,997,"covid_sec_3_text","GB",1023,"Owners/Managers of SMB Businesses"
"Chemicals",3,"covid_sec_3_text","GH",843,"Owners/Managers of SMB Businesses"
"Construction",3,"covid_sec_3_text","GH",843,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","GH",843,"Owners/Managers of SMB Businesses"
"Food and beverage production",6,"covid_sec_3_text","GH",843,"Owners/Managers of SMB Businesses"
"Other (please specify)",5,"covid_sec_3_text","GH",843,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","GH",843,"Owners/Managers of SMB Businesses"
"Textiles and apparel",10,"covid_sec_3_text","GH",843,"Owners/Managers of SMB Businesses"
"Wood products",1,"covid_sec_3_text","GH",843,"Owners/Managers of SMB Businesses"
NA,811,"covid_sec_3_text","GH",843,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","GR",614,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","GR",614,"Owners/Managers of SMB Businesses"
"Fabricated metal products",1,"covid_sec_3_text","GR",614,"Owners/Managers of SMB Businesses"
"Food and beverage production",6,"covid_sec_3_text","GR",614,"Owners/Managers of SMB Businesses"
"Other (please specify)",2,"covid_sec_3_text","GR",614,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","GR",614,"Owners/Managers of SMB Businesses"
"Textiles and apparel",1,"covid_sec_3_text","GR",614,"Owners/Managers of SMB Businesses"
"Wood products",3,"covid_sec_3_text","GR",614,"Owners/Managers of SMB Businesses"
NA,598,"covid_sec_3_text","GR",614,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","HK",228,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","HK",228,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","HK",228,"Owners/Managers of SMB Businesses"
"Other (please specify)",2,"covid_sec_3_text","HK",228,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","HK",228,"Owners/Managers of SMB Businesses"
"Textiles and apparel",1,"covid_sec_3_text","HK",228,"Owners/Managers of SMB Businesses"
NA,219,"covid_sec_3_text","HK",228,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","HU",779,"Owners/Managers of SMB Businesses"
"Fabricated metal products",7,"covid_sec_3_text","HU",779,"Owners/Managers of SMB Businesses"
"Food and beverage production",3,"covid_sec_3_text","HU",779,"Owners/Managers of SMB Businesses"
"Other (please specify)",3,"covid_sec_3_text","HU",779,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",3,"covid_sec_3_text","HU",779,"Owners/Managers of SMB Businesses"
"Textiles and apparel",6,"covid_sec_3_text","HU",779,"Owners/Managers of SMB Businesses"
"Wood products",3,"covid_sec_3_text","HU",779,"Owners/Managers of SMB Businesses"
NA,753,"covid_sec_3_text","HU",779,"Owners/Managers of SMB Businesses"
"Construction",3,"covid_sec_3_text","ID",528,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","ID",528,"Owners/Managers of SMB Businesses"
"Food and beverage production",2,"covid_sec_3_text","ID",528,"Owners/Managers of SMB Businesses"
"Other (please specify)",3,"covid_sec_3_text","ID",528,"Owners/Managers of SMB Businesses"
"Textiles and apparel",5,"covid_sec_3_text","ID",528,"Owners/Managers of SMB Businesses"
NA,513,"covid_sec_3_text","ID",528,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","IE",458,"Owners/Managers of SMB Businesses"
"Food and beverage production",3,"covid_sec_3_text","IE",458,"Owners/Managers of SMB Businesses"
"Other (please specify)",3,"covid_sec_3_text","IE",458,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","IE",458,"Owners/Managers of SMB Businesses"
"Textiles and apparel",4,"covid_sec_3_text","IE",458,"Owners/Managers of SMB Businesses"
NA,444,"covid_sec_3_text","IE",458,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","IL",863,"Owners/Managers of SMB Businesses"
"Fabricated metal products",1,"covid_sec_3_text","IL",863,"Owners/Managers of SMB Businesses"
"Food and beverage production",4,"covid_sec_3_text","IL",863,"Owners/Managers of SMB Businesses"
"Other (please specify)",8,"covid_sec_3_text","IL",863,"Owners/Managers of SMB Businesses"
"Textiles and apparel",3,"covid_sec_3_text","IL",863,"Owners/Managers of SMB Businesses"
"Wood products",5,"covid_sec_3_text","IL",863,"Owners/Managers of SMB Businesses"
NA,841,"covid_sec_3_text","IL",863,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","IN",1276,"Owners/Managers of SMB Businesses"
"Construction",6,"covid_sec_3_text","IN",1276,"Owners/Managers of SMB Businesses"
"Fabricated metal products",5,"covid_sec_3_text","IN",1276,"Owners/Managers of SMB Businesses"
"Food and beverage production",13,"covid_sec_3_text","IN",1276,"Owners/Managers of SMB Businesses"
"Other (please specify)",21,"covid_sec_3_text","IN",1276,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",3,"covid_sec_3_text","IN",1276,"Owners/Managers of SMB Businesses"
"Textiles and apparel",12,"covid_sec_3_text","IN",1276,"Owners/Managers of SMB Businesses"
"Wood products",3,"covid_sec_3_text","IN",1276,"Owners/Managers of SMB Businesses"
NA,1212,"covid_sec_3_text","IN",1276,"Owners/Managers of SMB Businesses"
"Chemicals",2,"covid_sec_3_text","IQ",342,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","IQ",342,"Owners/Managers of SMB Businesses"
"Fabricated metal products",5,"covid_sec_3_text","IQ",342,"Owners/Managers of SMB Businesses"
"Food and beverage production",1,"covid_sec_3_text","IQ",342,"Owners/Managers of SMB Businesses"
"Other (please specify)",3,"covid_sec_3_text","IQ",342,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","IQ",342,"Owners/Managers of SMB Businesses"
"Textiles and apparel",4,"covid_sec_3_text","IQ",342,"Owners/Managers of SMB Businesses"
"Wood products",2,"covid_sec_3_text","IQ",342,"Owners/Managers of SMB Businesses"
NA,322,"covid_sec_3_text","IQ",342,"Owners/Managers of SMB Businesses"
"Fabricated metal products",6,"covid_sec_3_text","IT",612,"Owners/Managers of SMB Businesses"
"Food and beverage production",1,"covid_sec_3_text","IT",612,"Owners/Managers of SMB Businesses"
"Other (please specify)",7,"covid_sec_3_text","IT",612,"Owners/Managers of SMB Businesses"
"Textiles and apparel",3,"covid_sec_3_text","IT",612,"Owners/Managers of SMB Businesses"
"Wood products",4,"covid_sec_3_text","IT",612,"Owners/Managers of SMB Businesses"
NA,591,"covid_sec_3_text","IT",612,"Owners/Managers of SMB Businesses"
"Chemicals",2,"covid_sec_3_text","JP",860,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","JP",860,"Owners/Managers of SMB Businesses"
"Fabricated metal products",9,"covid_sec_3_text","JP",860,"Owners/Managers of SMB Businesses"
"Food and beverage production",16,"covid_sec_3_text","JP",860,"Owners/Managers of SMB Businesses"
"Other (please specify)",13,"covid_sec_3_text","JP",860,"Owners/Managers of SMB Businesses"
"Textiles and apparel",5,"covid_sec_3_text","JP",860,"Owners/Managers of SMB Businesses"
"Wood products",2,"covid_sec_3_text","JP",860,"Owners/Managers of SMB Businesses"
NA,812,"covid_sec_3_text","JP",860,"Owners/Managers of SMB Businesses"
"Chemicals",5,"covid_sec_3_text","KE",721,"Owners/Managers of SMB Businesses"
"Fabricated metal products",3,"covid_sec_3_text","KE",721,"Owners/Managers of SMB Businesses"
"Food and beverage production",7,"covid_sec_3_text","KE",721,"Owners/Managers of SMB Businesses"
"Other (please specify)",5,"covid_sec_3_text","KE",721,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",4,"covid_sec_3_text","KE",721,"Owners/Managers of SMB Businesses"
"Textiles and apparel",6,"covid_sec_3_text","KE",721,"Owners/Managers of SMB Businesses"
"Wood products",4,"covid_sec_3_text","KE",721,"Owners/Managers of SMB Businesses"
NA,687,"covid_sec_3_text","KE",721,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","KH",607,"Owners/Managers of SMB Businesses"
"Construction",4,"covid_sec_3_text","KH",607,"Owners/Managers of SMB Businesses"
"Fabricated metal products",3,"covid_sec_3_text","KH",607,"Owners/Managers of SMB Businesses"
"Food and beverage production",5,"covid_sec_3_text","KH",607,"Owners/Managers of SMB Businesses"
"Other (please specify)",3,"covid_sec_3_text","KH",607,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","KH",607,"Owners/Managers of SMB Businesses"
"Textiles and apparel",1,"covid_sec_3_text","KH",607,"Owners/Managers of SMB Businesses"
"Wood products",2,"covid_sec_3_text","KH",607,"Owners/Managers of SMB Businesses"
NA,587,"covid_sec_3_text","KH",607,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","KR",201,"Owners/Managers of SMB Businesses"
"Food and beverage production",2,"covid_sec_3_text","KR",201,"Owners/Managers of SMB Businesses"
"Other (please specify)",6,"covid_sec_3_text","KR",201,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","KR",201,"Owners/Managers of SMB Businesses"
"Textiles and apparel",1,"covid_sec_3_text","KR",201,"Owners/Managers of SMB Businesses"
"Wood products",1,"covid_sec_3_text","KR",201,"Owners/Managers of SMB Businesses"
NA,189,"covid_sec_3_text","KR",201,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","MM",566,"Owners/Managers of SMB Businesses"
"Construction",1,"covid_sec_3_text","MM",566,"Owners/Managers of SMB Businesses"
"Fabricated metal products",5,"covid_sec_3_text","MM",566,"Owners/Managers of SMB Businesses"
"Food and beverage production",6,"covid_sec_3_text","MM",566,"Owners/Managers of SMB Businesses"
"Other (please specify)",2,"covid_sec_3_text","MM",566,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","MM",566,"Owners/Managers of SMB Businesses"
"Textiles and apparel",2,"covid_sec_3_text","MM",566,"Owners/Managers of SMB Businesses"
"Wood products",2,"covid_sec_3_text","MM",566,"Owners/Managers of SMB Businesses"
NA,546,"covid_sec_3_text","MM",566,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","MX",500,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","MX",500,"Owners/Managers of SMB Businesses"
"Food and beverage production",5,"covid_sec_3_text","MX",500,"Owners/Managers of SMB Businesses"
"Other (please specify)",5,"covid_sec_3_text","MX",500,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","MX",500,"Owners/Managers of SMB Businesses"
"Textiles and apparel",1,"covid_sec_3_text","MX",500,"Owners/Managers of SMB Businesses"
"Wood products",4,"covid_sec_3_text","MX",500,"Owners/Managers of SMB Businesses"
NA,481,"covid_sec_3_text","MX",500,"Owners/Managers of SMB Businesses"
"Construction",2,"covid_sec_3_text","MY",634,"Owners/Managers of SMB Businesses"
"Fabricated metal products",3,"covid_sec_3_text","MY",634,"Owners/Managers of SMB Businesses"
"Food and beverage production",6,"covid_sec_3_text","MY",634,"Owners/Managers of SMB Businesses"
"Other (please specify)",1,"covid_sec_3_text","MY",634,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",3,"covid_sec_3_text","MY",634,"Owners/Managers of SMB Businesses"
"Textiles and apparel",5,"covid_sec_3_text","MY",634,"Owners/Managers of SMB Businesses"
"Wood products",1,"covid_sec_3_text","MY",634,"Owners/Managers of SMB Businesses"
NA,613,"covid_sec_3_text","MY",634,"Owners/Managers of SMB Businesses"
"Chemicals",7,"covid_sec_3_text","NG",1293,"Owners/Managers of SMB Businesses"
"Construction",3,"covid_sec_3_text","NG",1293,"Owners/Managers of SMB Businesses"
"Fabricated metal products",1,"covid_sec_3_text","NG",1293,"Owners/Managers of SMB Businesses"
"Food and beverage production",10,"covid_sec_3_text","NG",1293,"Owners/Managers of SMB Businesses"
"Other (please specify)",11,"covid_sec_3_text","NG",1293,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",3,"covid_sec_3_text","NG",1293,"Owners/Managers of SMB Businesses"
"Textiles and apparel",16,"covid_sec_3_text","NG",1293,"Owners/Managers of SMB Businesses"
"Wood products",3,"covid_sec_3_text","NG",1293,"Owners/Managers of SMB Businesses"
NA,1239,"covid_sec_3_text","NG",1293,"Owners/Managers of SMB Businesses"
"Fabricated metal products",3,"covid_sec_3_text","NL",503,"Owners/Managers of SMB Businesses"
"Food and beverage production",2,"covid_sec_3_text","NL",503,"Owners/Managers of SMB Businesses"
"Other (please specify)",3,"covid_sec_3_text","NL",503,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","NL",503,"Owners/Managers of SMB Businesses"
"Textiles and apparel",2,"covid_sec_3_text","NL",503,"Owners/Managers of SMB Businesses"
NA,492,"covid_sec_3_text","NL",503,"Owners/Managers of SMB Businesses"
"Fabricated metal products",4,"covid_sec_3_text","NO",413,"Owners/Managers of SMB Businesses"
"Food and beverage production",3,"covid_sec_3_text","NO",413,"Owners/Managers of SMB Businesses"
"Other (please specify)",4,"covid_sec_3_text","NO",413,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",1,"covid_sec_3_text","NO",413,"Owners/Managers of SMB Businesses"
"Textiles and apparel",2,"covid_sec_3_text","NO",413,"Owners/Managers of SMB Businesses"
NA,399,"covid_sec_3_text","NO",413,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","PE",274,"Owners/Managers of SMB Businesses"
"Food and beverage production",1,"covid_sec_3_text","PE",274,"Owners/Managers of SMB Businesses"
"Other (please specify)",4,"covid_sec_3_text","PE",274,"Owners/Managers of SMB Businesses"
"Printing or reproduction of recorded media",2,"covid_sec_3_text","PE",274,"Owners/Managers of SMB Businesses"
"Textiles and apparel",7,"covid_sec_3_text","PE",274,"Owners/Managers of SMB Businesses"
NA,258,"covid_sec_3_text","PE",274,"Owners/Managers of SMB Businesses"
"Fabricated metal products",3,"covid_sec_3_text","PH",288,"Owners/Managers of SMB Businesses"
"Food and beverage production",4,"covid_sec_3_text","PH",288,"Owners/Managers of SMB Businesses"
"Other (please specify)",2,"covid_sec_3_text","PH",288,"Owners/Managers of SMB Businesses"
"Wood products",1,"covid_sec_3_text","PH",288,"Owners/Managers of SMB Businesses"
NA,278,"covid_sec_3_text","PH",288,"Owners/Managers of SMB Businesses"
"Chemicals",1,"covid_sec_3_text","PK",566,"Owners/Managers of SMB Businesses"
"Construction",3,"covid_sec_3_text","PK",566,"Owners/Managers of SMB Businesses"
"Fabricated metal products",5,"covid_sec_3_text","PK",566,"Owners/Managers of SMB Businesses"
"Food and beverage production",2,"covid_sec_3_text","PK",566,"Owners/Managers of SMB Businesses"
"Other (please specify)",7,"covid_sec_3_text","PK",566,"Owners/Managers of SMB Businesses"
"Textiles and apparel",10,"covid_sec_3_text","PK",566,"Owners/Managers of SMB Businesses"
NA,538,"covid_sec_3_text","PK",566,"Owners/Managers of SMB Businesses"
"Chemicals",2,"covid_sec_3_text","PL",541,"Owners/Managers of SMB Businesses"
"Construction",2,"covid_sec_3_text","PL",541,"Owners/Managers of SMB Businesses"
"Fabricated metal products",2,"covid_sec_3_text","PL",541,"Owners/Managers of SMB Businesses"
"Food and beverage production",1,"covid_sec_3_text","PL",541,"Owners/Managers of SMB Businesses"
"Other (please specify)",10,"covid_sec_3_text","PL",541,"Owners/Managers of SMB Businesses"
