"value","statistic","variable","country","total_asked","who_was_asked"
"Could not pay workers/employees",1,"h12020_bus_nreop_rsn_text","PH",288,"Owners/Managers of SMB Businesses"
NA,287,"h12020_bus_nreop_rsn_text","PH",288,"Owners/Managers of SMB Businesses"
"Could not make payments on debt",1,"h12020_bus_nreop_rsn_text","PK",566,"Owners/Managers of SMB Businesses"
"Other",1,"h12020_bus_nreop_rsn_text","PK",566,"Owners/Managers of SMB Businesses"
NA,564,"h12020_bus_nreop_rsn_text","PK",566,"Owners/Managers of SMB Businesses"
"Loss of client trust or access",1,"h12020_bus_nreop_rsn_text","PL",541,"Owners/Managers of SMB Businesses"
"Other",2,"h12020_bus_nreop_rsn_text","PL",541,"Owners/Managers of SMB Businesses"
NA,538,"h12020_bus_nreop_rsn_text","PL",541,"Owners/Managers of SMB Businesses"
"Could not make payments on debt",1,"h12020_bus_nreop_rsn_text","PT",442,"Owners/Managers of SMB Businesses"
"Could not pay bills or rent",3,"h12020_bus_nreop_rsn_text","PT",442,"Owners/Managers of SMB Businesses"
"Loss of client trust or access",1,"h12020_bus_nreop_rsn_text","PT",442,"Owners/Managers of SMB Businesses"
"Personal reasons",1,"h12020_bus_nreop_rsn_text","PT",442,"Owners/Managers of SMB Businesses"
NA,436,"h12020_bus_nreop_rsn_text","PT",442,"Owners/Managers of SMB Businesses"
"Could not pay bills or rent",1,"h12020_bus_nreop_rsn_text","RO",574,"Owners/Managers of SMB Businesses"
"Personal reasons",1,"h12020_bus_nreop_rsn_text","RO",574,"Owners/Managers of SMB Businesses"
NA,572,"h12020_bus_nreop_rsn_text","RO",574,"Owners/Managers of SMB Businesses"
"Could not make payments on debt",1,"h12020_bus_nreop_rsn_text","RU",515,"Owners/Managers of SMB Businesses"
"Could not pay bills or rent",2,"h12020_bus_nreop_rsn_text","RU",515,"Owners/Managers of SMB Businesses"
"Other",1,"h12020_bus_nreop_rsn_text","RU",515,"Owners/Managers of SMB Businesses"
NA,511,"h12020_bus_nreop_rsn_text","RU",515,"Owners/Managers of SMB Businesses"
NA,547,"h12020_bus_nreop_rsn_text","SE",547,"Owners/Managers of SMB Businesses"
"Difficulty in managing business",2,"h12020_bus_nreop_rsn_text","SG",351,"Owners/Managers of SMB Businesses"
"Loss of client trust or access",1,"h12020_bus_nreop_rsn_text","SG",351,"Owners/Managers of SMB Businesses"
"Other",1,"h12020_bus_nreop_rsn_text","SG",351,"Owners/Managers of SMB Businesses"
"Personal reasons",1,"h12020_bus_nreop_rsn_text","SG",351,"Owners/Managers of SMB Businesses"
NA,346,"h12020_bus_nreop_rsn_text","SG",351,"Owners/Managers of SMB Businesses"
"Could not make payments on debt",1,"h12020_bus_nreop_rsn_text","TH",740,"Owners/Managers of SMB Businesses"
"Could not pay bills or rent",2,"h12020_bus_nreop_rsn_text","TH",740,"Owners/Managers of SMB Businesses"
NA,737,"h12020_bus_nreop_rsn_text","TH",740,"Owners/Managers of SMB Businesses"
"Could not make payments on debt",1,"h12020_bus_nreop_rsn_text","TR",550,"Owners/Managers of SMB Businesses"
"Could not pay bills or rent",2,"h12020_bus_nreop_rsn_text","TR",550,"Owners/Managers of SMB Businesses"
"Other",1,"h12020_bus_nreop_rsn_text","TR",550,"Owners/Managers of SMB Businesses"
NA,546,"h12020_bus_nreop_rsn_text","TR",550,"Owners/Managers of SMB Businesses"
"Loss of client trust or access",1,"h12020_bus_nreop_rsn_text","TW",463,"Owners/Managers of SMB Businesses"
"Personal reasons",1,"h12020_bus_nreop_rsn_text","TW",463,"Owners/Managers of SMB Businesses"
NA,461,"h12020_bus_nreop_rsn_text","TW",463,"Owners/Managers of SMB Businesses"
"Could not pay bills or rent",1,"h12020_bus_nreop_rsn_text","US",1026,"Owners/Managers of SMB Businesses"
"Other",4,"h12020_bus_nreop_rsn_text","US",1026,"Owners/Managers of SMB Businesses"
NA,1021,"h12020_bus_nreop_rsn_text","US",1026,"Owners/Managers of SMB Businesses"
NA,447,"h12020_bus_nreop_rsn_text","VN",447,"Owners/Managers of SMB Businesses"
"Could not pay bills or rent",2,"h12020_bus_nreop_rsn_text","ZA",400,"Owners/Managers of SMB Businesses"
"Could not pay workers/employees",1,"h12020_bus_nreop_rsn_text","ZA",400,"Owners/Managers of SMB Businesses"
"Other",1,"h12020_bus_nreop_rsn_text","ZA",400,"Owners/Managers of SMB Businesses"
"Personal reasons",1,"h12020_bus_nreop_rsn_text","ZA",400,"Owners/Managers of SMB Businesses"
NA,395,"h12020_bus_nreop_rsn_text","ZA",400,"Owners/Managers of SMB Businesses"
"10 to 49 people",81,"h12020_bus_num_emp_text","AE",407,"Owners/Managers of SMB Businesses"
"1 person",16,"h12020_bus_num_emp_text","AE",407,"Owners/Managers of SMB Businesses"
"250 to 499 people",11,"h12020_bus_num_emp_text","AE",407,"Owners/Managers of SMB Businesses"
"2 to 4 people",86,"h12020_bus_num_emp_text","AE",407,"Owners/Managers of SMB Businesses"
"50 to 249 people",17,"h12020_bus_num_emp_text","AE",407,"Owners/Managers of SMB Businesses"
"5 to 9 people",66,"h12020_bus_num_emp_text","AE",407,"Owners/Managers of SMB Businesses"
"No employees (just me)",47,"h12020_bus_num_emp_text","AE",407,"Owners/Managers of SMB Businesses"
NA,83,"h12020_bus_num_emp_text","AE",407,"Owners/Managers of SMB Businesses"
"10 to 49 people",35,"h12020_bus_num_emp_text","AR",354,"Owners/Managers of SMB Businesses"
"1 person",52,"h12020_bus_num_emp_text","AR",354,"Owners/Managers of SMB Businesses"
"250 to 499 people",2,"h12020_bus_num_emp_text","AR",354,"Owners/Managers of SMB Businesses"
"2 to 4 people",89,"h12020_bus_num_emp_text","AR",354,"Owners/Managers of SMB Businesses"
"50 to 249 people",7,"h12020_bus_num_emp_text","AR",354,"Owners/Managers of SMB Businesses"
"5 to 9 people",37,"h12020_bus_num_emp_text","AR",354,"Owners/Managers of SMB Businesses"
"No employees (just me)",103,"h12020_bus_num_emp_text","AR",354,"Owners/Managers of SMB Businesses"
NA,29,"h12020_bus_num_emp_text","AR",354,"Owners/Managers of SMB Businesses"
"10 to 49 people",64,"h12020_bus_num_emp_text","AU",609,"Owners/Managers of SMB Businesses"
"1 person",81,"h12020_bus_num_emp_text","AU",609,"Owners/Managers of SMB Businesses"
"250 to 499 people",2,"h12020_bus_num_emp_text","AU",609,"Owners/Managers of SMB Businesses"
"2 to 4 people",135,"h12020_bus_num_emp_text","AU",609,"Owners/Managers of SMB Businesses"
"50 to 249 people",11,"h12020_bus_num_emp_text","AU",609,"Owners/Managers of SMB Businesses"
"5 to 9 people",77,"h12020_bus_num_emp_text","AU",609,"Owners/Managers of SMB Businesses"
"No employees (just me)",182,"h12020_bus_num_emp_text","AU",609,"Owners/Managers of SMB Businesses"
NA,57,"h12020_bus_num_emp_text","AU",609,"Owners/Managers of SMB Businesses"
"10 to 49 people",39,"h12020_bus_num_emp_text","BD",400,"Owners/Managers of SMB Businesses"
"1 person",29,"h12020_bus_num_emp_text","BD",400,"Owners/Managers of SMB Businesses"
"250 to 499 people",6,"h12020_bus_num_emp_text","BD",400,"Owners/Managers of SMB Businesses"
"2 to 4 people",76,"h12020_bus_num_emp_text","BD",400,"Owners/Managers of SMB Businesses"
"50 to 249 people",17,"h12020_bus_num_emp_text","BD",400,"Owners/Managers of SMB Businesses"
"5 to 9 people",38,"h12020_bus_num_emp_text","BD",400,"Owners/Managers of SMB Businesses"
"No employees (just me)",87,"h12020_bus_num_emp_text","BD",400,"Owners/Managers of SMB Businesses"
NA,108,"h12020_bus_num_emp_text","BD",400,"Owners/Managers of SMB Businesses"
"10 to 49 people",35,"h12020_bus_num_emp_text","BE",471,"Owners/Managers of SMB Businesses"
"1 person",76,"h12020_bus_num_emp_text","BE",471,"Owners/Managers of SMB Businesses"
"250 to 499 people",2,"h12020_bus_num_emp_text","BE",471,"Owners/Managers of SMB Businesses"
"2 to 4 people",87,"h12020_bus_num_emp_text","BE",471,"Owners/Managers of SMB Businesses"
"50 to 249 people",6,"h12020_bus_num_emp_text","BE",471,"Owners/Managers of SMB Businesses"
"5 to 9 people",49,"h12020_bus_num_emp_text","BE",471,"Owners/Managers of SMB Businesses"
"No employees (just me)",179,"h12020_bus_num_emp_text","BE",471,"Owners/Managers of SMB Businesses"
NA,37,"h12020_bus_num_emp_text","BE",471,"Owners/Managers of SMB Businesses"
"10 to 49 people",65,"h12020_bus_num_emp_text","BR",834,"Owners/Managers of SMB Businesses"
"1 person",122,"h12020_bus_num_emp_text","BR",834,"Owners/Managers of SMB Businesses"
"250 to 499 people",5,"h12020_bus_num_emp_text","BR",834,"Owners/Managers of SMB Businesses"
"2 to 4 people",247,"h12020_bus_num_emp_text","BR",834,"Owners/Managers of SMB Businesses"
"50 to 249 people",16,"h12020_bus_num_emp_text","BR",834,"Owners/Managers of SMB Businesses"
"5 to 9 people",124,"h12020_bus_num_emp_text","BR",834,"Owners/Managers of SMB Businesses"
"No employees (just me)",199,"h12020_bus_num_emp_text","BR",834,"Owners/Managers of SMB Businesses"
NA,56,"h12020_bus_num_emp_text","BR",834,"Owners/Managers of SMB Businesses"
"10 to 49 people",66,"h12020_bus_num_emp_text","CA",628,"Owners/Managers of SMB Businesses"
"1 person",69,"h12020_bus_num_emp_text","CA",628,"Owners/Managers of SMB Businesses"
"250 to 499 people",4,"h12020_bus_num_emp_text","CA",628,"Owners/Managers of SMB Businesses"
"2 to 4 people",138,"h12020_bus_num_emp_text","CA",628,"Owners/Managers of SMB Businesses"
"50 to 249 people",18,"h12020_bus_num_emp_text","CA",628,"Owners/Managers of SMB Businesses"
"5 to 9 people",76,"h12020_bus_num_emp_text","CA",628,"Owners/Managers of SMB Businesses"
"No employees (just me)",207,"h12020_bus_num_emp_text","CA",628,"Owners/Managers of SMB Businesses"
NA,50,"h12020_bus_num_emp_text","CA",628,"Owners/Managers of SMB Businesses"
"10 to 49 people",38,"h12020_bus_num_emp_text","CH",332,"Owners/Managers of SMB Businesses"
"1 person",39,"h12020_bus_num_emp_text","CH",332,"Owners/Managers of SMB Businesses"
"2 to 4 people",75,"h12020_bus_num_emp_text","CH",332,"Owners/Managers of SMB Businesses"
"50 to 249 people",7,"h12020_bus_num_emp_text","CH",332,"Owners/Managers of SMB Businesses"
"5 to 9 people",43,"h12020_bus_num_emp_text","CH",332,"Owners/Managers of SMB Businesses"
"No employees (just me)",100,"h12020_bus_num_emp_text","CH",332,"Owners/Managers of SMB Businesses"
NA,30,"h12020_bus_num_emp_text","CH",332,"Owners/Managers of SMB Businesses"
"10 to 49 people",28,"h12020_bus_num_emp_text","CO",288,"Owners/Managers of SMB Businesses"
"1 person",39,"h12020_bus_num_emp_text","CO",288,"Owners/Managers of SMB Businesses"
"250 to 499 people",1,"h12020_bus_num_emp_text","CO",288,"Owners/Managers of SMB Businesses"
"2 to 4 people",110,"h12020_bus_num_emp_text","CO",288,"Owners/Managers of SMB Businesses"
"50 to 249 people",2,"h12020_bus_num_emp_text","CO",288,"Owners/Managers of SMB Businesses"
"5 to 9 people",42,"h12020_bus_num_emp_text","CO",288,"Owners/Managers of SMB Businesses"
"No employees (just me)",43,"h12020_bus_num_emp_text","CO",288,"Owners/Managers of SMB Businesses"
NA,23,"h12020_bus_num_emp_text","CO",288,"Owners/Managers of SMB Businesses"
"10 to 49 people",45,"h12020_bus_num_emp_text","CZ",419,"Owners/Managers of SMB Businesses"
"1 person",40,"h12020_bus_num_emp_text","CZ",419,"Owners/Managers of SMB Businesses"
"2 to 4 people",111,"h12020_bus_num_emp_text","CZ",419,"Owners/Managers of SMB Businesses"
"50 to 249 people",7,"h12020_bus_num_emp_text","CZ",419,"Owners/Managers of SMB Businesses"
"5 to 9 people",57,"h12020_bus_num_emp_text","CZ",419,"Owners/Managers of SMB Businesses"
"No employees (just me)",116,"h12020_bus_num_emp_text","CZ",419,"Owners/Managers of SMB Businesses"
NA,43,"h12020_bus_num_emp_text","CZ",419,"Owners/Managers of SMB Businesses"
"10 to 49 people",47,"h12020_bus_num_emp_text","DE",509,"Owners/Managers of SMB Businesses"
"1 person",65,"h12020_bus_num_emp_text","DE",509,"Owners/Managers of SMB Businesses"
"250 to 499 people",1,"h12020_bus_num_emp_text","DE",509,"Owners/Managers of SMB Businesses"
"2 to 4 people",121,"h12020_bus_num_emp_text","DE",509,"Owners/Managers of SMB Businesses"
"50 to 249 people",20,"h12020_bus_num_emp_text","DE",509,"Owners/Managers of SMB Businesses"
"5 to 9 people",53,"h12020_bus_num_emp_text","DE",509,"Owners/Managers of SMB Businesses"
"No employees (just me)",144,"h12020_bus_num_emp_text","DE",509,"Owners/Managers of SMB Businesses"
NA,58,"h12020_bus_num_emp_text","DE",509,"Owners/Managers of SMB Businesses"
"10 to 49 people",35,"h12020_bus_num_emp_text","DK",436,"Owners/Managers of SMB Businesses"
"1 person",64,"h12020_bus_num_emp_text","DK",436,"Owners/Managers of SMB Businesses"
